split_tag,experiment,model,eval_track,slice_stage,ood_name,bin_family,bin_label,bin_count,bin_positive_count,bin_negative_count,acc,macro_f1,auc_pr,roc_auc,tpr_at_1pct_fpr,tpr_at_5pct_fpr,tpr_at_10pct_fpr,evasion_rate,token_count_median,token_count_mean,lexical_ttr_median,avg_token_len_median,source_file,threshold_note,split,semantic_coverage,defer_rate
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,ranking,OOD,ood_test_injection_standard,length_bin,len_q3,996,619,377,0.6235,0.389,0.6526,0.5578,0.0032,0.0565,0.1228,0.0,126.0,127.3022,0.7054,5.1505,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=ranking; n_total=996; n_pos=619; n_neg=377; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TRIPWIRE,deployment_threshold,OOD,,length_bin,len_q3,192,113,79,0.5,0.4857,0.7005,0.6253,0.0265,0.115,0.2124,0.7168,13.0,13.026,1.0,4.9167,metrics_ablation_bins_splitA.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=113; n_neg=79,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TRIPWIRE,deployment_threshold,OOD,ood_test_injection,length_bin,len_q3,169,162,7,0.8343,0.5422,0.9496,0.4947,0.0185,0.0185,0.0185,0.1481,132.0,138.7101,0.6803,5.645,metrics_ablation_bins_splitA__ood-ood_test_injection.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=169; n_pos=162; n_neg=7; ood_name=ood_test_injection,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TRIPWIRE,deployment_threshold,OOD,ood_test_injection_standard,length_bin,len_q3,996,619,377,0.6145,0.5376,0.658,0.5607,0.0081,0.0533,0.1357,0.1777,126.0,127.3022,0.7054,5.1505,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=996; n_pos=619; n_neg=377; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TRIPWIRE,ranking,OOD,,length_bin,len_q3,192,113,79,0.6094,0.539,0.7005,0.6253,0.0265,0.115,0.2124,0.1504,13.0,13.026,1.0,4.9167,metrics_ablation_bins_splitA.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=ranking; n_total=192; n_pos=113; n_neg=79,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TRIPWIRE,ranking,OOD,ood_test_injection,length_bin,len_q3,169,162,7,0.9586,0.4894,0.9496,0.4947,0.0185,0.0185,0.0185,0.0,132.0,138.7101,0.6803,5.645,metrics_ablation_bins_splitA__ood-ood_test_injection.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=ranking; n_total=169; n_pos=162; n_neg=7; ood_name=ood_test_injection,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TRIPWIRE,ranking,OOD,ood_test_injection_standard,length_bin,len_q3,996,619,377,0.6235,0.3915,0.658,0.5607,0.0081,0.0533,0.1357,0.0016,126.0,127.3022,0.7054,5.1505,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=ranking; n_total=996; n_pos=619; n_neg=377; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,hybrid,HYBRID_SEM_ANCHORED_IBVS_BOOST,deployment_threshold,OOD,,length_bin,len_q3,192,113,79,0.6719,0.6717,0.859,0.7895,0.2478,0.3628,0.5575,0.4071,13.0,13.026,1.0,4.9167,metrics_hybrid_bins_splitA.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=113; n_neg=79,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,hybrid,HYBRID_SEM_ANCHORED_IBVS_BOOST,deployment_threshold,OOD,ood_test_injection,length_bin,len_q3,169,162,7,0.7811,0.4865,0.9495,0.3554,0.0741,0.0741,0.0741,0.1975,132.0,138.7101,0.6803,5.645,metrics_hybrid_bins_splitA__ood-ood_test_injection.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=169; n_pos=162; n_neg=7; ood_name=ood_test_injection,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,hybrid,HYBRID_SEM_ANCHORED_IBVS_BOOST,deployment_threshold,OOD,ood_test_injection_standard,length_bin,len_q3,996,619,377,0.6486,0.5717,0.7411,0.6439,0.0226,0.168,0.2423,0.1373,126.0,127.3022,0.7054,5.1505,metrics_hybrid_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=996; n_pos=619; n_neg=377; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,hybrid,HYBRID_SEM_ANCHORED_IBVS_BOOST_V2,deployment_threshold,OOD,,length_bin,len_q3,192,113,79,0.6719,0.6717,0.859,0.7895,0.2478,0.3628,0.5575,0.4071,13.0,13.026,1.0,4.9167,metrics_hybrid_bins_splitA.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=113; n_neg=79,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,hybrid,HYBRID_SEM_ANCHORED_IBVS_BOOST_V2,deployment_threshold,OOD,ood_test_injection,length_bin,len_q3,169,162,7,0.7811,0.4865,0.9495,0.3554,0.0741,0.0741,0.0741,0.1975,132.0,138.7101,0.6803,5.645,metrics_hybrid_bins_splitA__ood-ood_test_injection.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=169; n_pos=162; n_neg=7; ood_name=ood_test_injection,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,hybrid,HYBRID_SEM_ANCHORED_IBVS_BOOST_V2,deployment_threshold,OOD,ood_test_injection_standard,length_bin,len_q3,996,619,377,0.6486,0.5717,0.7411,0.6439,0.0226,0.168,0.2423,0.1373,126.0,127.3022,0.7054,5.1505,metrics_hybrid_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=996; n_pos=619; n_neg=377; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,hybrid,HYBRID_SEM_ANCHORED_IBVS_VETO,deployment_threshold,OOD,,length_bin,len_q3,192,113,79,0.6719,0.635,0.859,0.7895,0.2478,0.3628,0.5575,0.1593,13.0,13.026,1.0,4.9167,metrics_hybrid_bins_splitA.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=113; n_neg=79,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,hybrid,HYBRID_SEM_ANCHORED_IBVS_VETO,deployment_threshold,OOD,ood_test_injection,length_bin,len_q3,169,162,7,0.8166,0.4495,0.9495,0.3554,0.0741,0.0741,0.0741,0.1481,132.0,138.7101,0.6803,5.645,metrics_hybrid_bins_splitA__ood-ood_test_injection.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=169; n_pos=162; n_neg=7; ood_name=ood_test_injection,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,hybrid,HYBRID_SEM_ANCHORED_IBVS_VETO,deployment_threshold,OOD,ood_test_injection_standard,length_bin,len_q3,996,619,377,0.6416,0.5214,0.7411,0.6439,0.0226,0.168,0.2423,0.0808,126.0,127.3022,0.7054,5.1505,metrics_hybrid_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=996; n_pos=619; n_neg=377; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,hybrid,HYBRID_SEM_EXPERT_GATE_M1_M3,deployment_threshold,OOD,,length_bin,len_q3,192,113,79,0.6823,0.6821,0.8034,0.7501,0.1327,0.1327,0.3982,0.3982,13.0,13.026,1.0,4.9167,metrics_hybrid_bins_splitA.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=113; n_neg=79,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,hybrid,HYBRID_SEM_EXPERT_GATE_M1_M3,deployment_threshold,OOD,ood_test_injection,length_bin,len_q3,169,162,7,0.716,0.4545,0.9625,0.5225,0.0,0.0,0.0,0.2654,132.0,138.7101,0.6803,5.645,metrics_hybrid_bins_splitA__ood-ood_test_injection.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=169; n_pos=162; n_neg=7; ood_name=ood_test_injection,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,hybrid,HYBRID_SEM_EXPERT_GATE_M1_M3,deployment_threshold,OOD,ood_test_injection_standard,length_bin,len_q3,996,619,377,0.6486,0.5717,0.6761,0.5952,0.0,0.0,0.0,0.1373,126.0,127.3022,0.7054,5.1505,metrics_hybrid_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=996; n_pos=619; n_neg=377; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,hybrid,HYBRID_SEM_GATE_ELSE_M3_IBVS_V2,deployment_threshold,OOD,,length_bin,len_q3,192,113,79,0.6458,0.6455,0.6482,0.6027,0.0177,0.0531,0.0796,0.4248,13.0,13.026,1.0,4.9167,metrics_hybrid_bins_splitA.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=113; n_neg=79,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,hybrid,HYBRID_SEM_GATE_ELSE_M3_IBVS_V2,deployment_threshold,OOD,ood_test_injection,length_bin,len_q3,169,162,7,0.8521,0.5561,0.9665,0.5838,0.0679,0.0679,0.0679,0.1296,132.0,138.7101,0.6803,5.645,metrics_hybrid_bins_splitA__ood-ood_test_injection.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=169; n_pos=162; n_neg=7; ood_name=ood_test_injection,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,hybrid,HYBRID_SEM_GATE_ELSE_M3_IBVS_V2,deployment_threshold,OOD,ood_test_injection_standard,length_bin,len_q3,996,619,377,0.6295,0.534,0.6004,0.4783,0.0048,0.0355,0.0905,0.1292,126.0,127.3022,0.7054,5.1505,metrics_hybrid_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=996; n_pos=619; n_neg=377; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,hybrid,HYBRID_SEM_LEARNED_META_FUSION,deployment_threshold,OOD,,length_bin,len_q3,192,113,79,0.6615,0.6546,0.8144,0.7347,0.1062,0.292,0.469,0.3186,13.0,13.026,1.0,4.9167,metrics_hybrid_bins_splitA.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=113; n_neg=79,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,hybrid,HYBRID_SEM_LEARNED_META_FUSION,deployment_threshold,OOD,ood_test_injection,length_bin,len_q3,169,162,7,0.8817,0.5138,0.9535,0.4696,0.0247,0.0247,0.0247,0.0864,132.0,138.7101,0.6803,5.645,metrics_hybrid_bins_splitA__ood-ood_test_injection.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=169; n_pos=162; n_neg=7; ood_name=ood_test_injection,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,hybrid,HYBRID_SEM_LEARNED_META_FUSION,deployment_threshold,OOD,ood_test_injection_standard,length_bin,len_q3,996,619,377,0.6305,0.4684,0.7281,0.6457,0.0226,0.0404,0.2262,0.0485,126.0,127.3022,0.7054,5.1505,metrics_hybrid_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=996; n_pos=619; n_neg=377; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,semantic,SEM_LOGREG_BGE,deployment_threshold,OOD,ood_test,length_bin,len_q3,192,113,79,0.6719,0.635,0.859,0.7895,0.2478,0.3628,0.5575,0.1593,13.0,13.026,1.0,4.9167,metrics_semantic_bins_splitA.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=113; n_neg=79; ood_name=ood_test,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,semantic,SEM_LOGREG_BGE,deployment_threshold,OOD,ood_test_injection,length_bin,len_q3,169,162,7,0.8166,0.4495,0.9495,0.3554,0.0741,0.0741,0.0741,0.1481,132.0,138.7101,0.6803,5.645,metrics_semantic_bins_splitA__ood-ood_test_injection.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=169; n_pos=162; n_neg=7; ood_name=ood_test_injection,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,semantic,SEM_LOGREG_BGE,deployment_threshold,OOD,ood_test_injection_standard,length_bin,len_q3,996,619,377,0.6416,0.5214,0.7411,0.6439,0.0226,0.168,0.2423,0.0808,126.0,127.3022,0.7054,5.1505,metrics_semantic_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q3; stage=OOD; eval_track=deployment_threshold; n_total=996; n_pos=619; n_neg=377; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q3,,
A,ablation,M1_TFIDF_ONLY,deployment_threshold,OOD,,length_bin,len_q4,192,159,33,0.349,0.3468,0.8863,0.6205,0.0755,0.1447,0.1572,0.7547,18.0,19.3958,0.9444,5.0,metrics_ablation_bins_splitA.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=159; n_neg=33,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M1_TFIDF_ONLY,deployment_threshold,OOD,ood_test_injection_standard,length_bin,len_q4,997,734,263,0.7151,0.4844,0.7746,0.546,0.0272,0.0817,0.1294,0.0599,217.0,275.008,0.5932,5.0547,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=deployment_threshold; n_total=997; n_pos=734; n_neg=263; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M1_TFIDF_ONLY,ranking,OOD,,length_bin,len_q4,192,159,33,0.7083,0.5313,0.8863,0.6205,0.0755,0.1447,0.1572,0.2013,18.0,19.3958,0.9444,5.0,metrics_ablation_bins_splitA.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=ranking; n_total=192; n_pos=159; n_neg=33,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M1_TFIDF_ONLY,ranking,OOD,ood_test_injection_standard,length_bin,len_q4,997,734,263,0.7352,0.4237,0.7746,0.546,0.0272,0.0817,0.1294,0.0014,217.0,275.008,0.5932,5.0547,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=ranking; n_total=997; n_pos=734; n_neg=263; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M2_TFIDF_PLUS_FLAGS,deployment_threshold,OOD,,length_bin,len_q4,192,159,33,0.5625,0.5078,0.8843,0.6135,0.0629,0.0692,0.2516,0.4591,18.0,19.3958,0.9444,5.0,metrics_ablation_bins_splitA.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=159; n_neg=33,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M2_TFIDF_PLUS_FLAGS,deployment_threshold,OOD,ood_test_injection_standard,length_bin,len_q4,997,734,263,0.6469,0.4917,0.7361,0.4876,0.0204,0.0477,0.0845,0.1853,217.0,275.008,0.5932,5.0547,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=deployment_threshold; n_total=997; n_pos=734; n_neg=263; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M2_TFIDF_PLUS_FLAGS,ranking,OOD,,length_bin,len_q4,192,159,33,0.8125,0.4977,0.8843,0.6135,0.0629,0.0692,0.2516,0.0314,18.0,19.3958,0.9444,5.0,metrics_ablation_bins_splitA.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=ranking; n_total=192; n_pos=159; n_neg=33,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M2_TFIDF_PLUS_FLAGS,ranking,OOD,ood_test_injection_standard,length_bin,len_q4,997,734,263,0.7362,0.424,0.7361,0.4876,0.0204,0.0477,0.0845,0.0,217.0,275.008,0.5932,5.0547,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=ranking; n_total=997; n_pos=734; n_neg=263; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,deployment_threshold,OOD,,length_bin,len_q4,192,159,33,0.5625,0.4954,0.8802,0.6055,0.0377,0.0692,0.2893,0.4403,18.0,19.3958,0.9444,5.0,metrics_ablation_bins_splitA.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=159; n_neg=33,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,deployment_threshold,OOD,ood_test_injection_standard,length_bin,len_q4,997,734,263,0.6409,0.5089,0.7734,0.5455,0.0191,0.1022,0.1485,0.2125,217.0,275.008,0.5932,5.0547,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=deployment_threshold; n_total=997; n_pos=734; n_neg=263; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,ranking,OOD,,length_bin,len_q4,192,159,33,0.8125,0.538,0.8802,0.6055,0.0377,0.0692,0.2893,0.044,18.0,19.3958,0.9444,5.0,metrics_ablation_bins_splitA.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=ranking; n_total=192; n_pos=159; n_neg=33,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V1_TOTAL,ranking,OOD,ood_test_injection_standard,length_bin,len_q4,997,734,263,0.7362,0.424,0.7734,0.5455,0.0191,0.1022,0.1485,0.0,217.0,275.008,0.5932,5.0547,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=ranking; n_total=997; n_pos=734; n_neg=263; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,deployment_threshold,OOD,,length_bin,len_q4,192,159,33,0.599,0.5121,0.8783,0.6026,0.0252,0.0755,0.3019,0.3836,18.0,19.3958,0.9444,5.0,metrics_ablation_bins_splitA.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=159; n_neg=33,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,deployment_threshold,OOD,ood_test_injection_standard,length_bin,len_q4,997,734,263,0.669,0.4952,0.7521,0.5156,0.0177,0.0599,0.1131,0.1471,217.0,275.008,0.5932,5.0547,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=deployment_threshold; n_total=997; n_pos=734; n_neg=263; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,ranking,OOD,,length_bin,len_q4,192,159,33,0.8073,0.4948,0.8783,0.6026,0.0252,0.0755,0.3019,0.0377,18.0,19.3958,0.9444,5.0,metrics_ablation_bins_splitA.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=ranking; n_total=192; n_pos=159; n_neg=33,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_STRUCTURED,ranking,OOD,ood_test_injection_standard,length_bin,len_q4,997,734,263,0.7362,0.424,0.7521,0.5156,0.0177,0.0599,0.1131,0.0,217.0,275.008,0.5932,5.0547,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=ranking; n_total=997; n_pos=734; n_neg=263; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TAILCAL,deployment_threshold,OOD,,length_bin,len_q4,192,159,33,0.5938,0.5135,0.8841,0.6076,0.0566,0.0692,0.3082,0.3962,18.0,19.3958,0.9444,5.0,metrics_ablation_bins_splitA.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=159; n_neg=33,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TAILCAL,deployment_threshold,OOD,ood_test_injection_standard,length_bin,len_q4,997,734,263,0.678,0.4894,0.7542,0.5213,0.0163,0.0545,0.1403,0.1267,217.0,275.008,0.5932,5.0547,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=deployment_threshold; n_total=997; n_pos=734; n_neg=263; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TAILCAL,ranking,OOD,,length_bin,len_q4,192,159,33,0.8073,0.4948,0.8841,0.6076,0.0566,0.0692,0.3082,0.0377,18.0,19.3958,0.9444,5.0,metrics_ablation_bins_splitA.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=ranking; n_total=192; n_pos=159; n_neg=33,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TAILCAL,ranking,OOD,ood_test_injection_standard,length_bin,len_q4,997,734,263,0.7362,0.424,0.7542,0.5213,0.0163,0.0545,0.1403,0.0,217.0,275.008,0.5932,5.0547,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=ranking; n_total=997; n_pos=734; n_neg=263; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,deployment_threshold,OOD,,length_bin,len_q4,192,159,33,0.6042,0.5105,0.8792,0.6095,0.0252,0.0881,0.2516,0.3711,18.0,19.3958,0.9444,5.0,metrics_ablation_bins_splitA.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=159; n_neg=33,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,deployment_threshold,OOD,ood_test_injection_standard,length_bin,len_q4,997,734,263,0.6841,0.5009,0.7465,0.5142,0.0123,0.0477,0.1213,0.124,217.0,275.008,0.5932,5.0547,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=deployment_threshold; n_total=997; n_pos=734; n_neg=263; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,ranking,OOD,,length_bin,len_q4,192,159,33,0.8073,0.4948,0.8792,0.6095,0.0252,0.0881,0.2516,0.0377,18.0,19.3958,0.9444,5.0,metrics_ablation_bins_splitA.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=ranking; n_total=192; n_pos=159; n_neg=33,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TOTAL,ranking,OOD,ood_test_injection_standard,length_bin,len_q4,997,734,263,0.7362,0.424,0.7465,0.5142,0.0123,0.0477,0.1213,0.0,217.0,275.008,0.5932,5.0547,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=ranking; n_total=997; n_pos=734; n_neg=263; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TRIPWIRE,deployment_threshold,OOD,,length_bin,len_q4,192,159,33,0.5729,0.5074,0.8801,0.6137,0.044,0.0629,0.2013,0.434,18.0,19.3958,0.9444,5.0,metrics_ablation_bins_splitA.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=deployment_threshold; n_total=192; n_pos=159; n_neg=33,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TRIPWIRE,deployment_threshold,OOD,ood_test_injection_standard,length_bin,len_q4,997,734,263,0.675,0.5026,0.7565,0.5274,0.0163,0.0749,0.1172,0.1417,217.0,275.008,0.5932,5.0547,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=deployment_threshold; n_total=997; n_pos=734; n_neg=263; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TRIPWIRE,ranking,OOD,,length_bin,len_q4,192,159,33,0.7812,0.5,0.8801,0.6137,0.044,0.0629,0.2013,0.0755,18.0,19.3958,0.9444,5.0,metrics_ablation_bins_splitA.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=ranking; n_total=192; n_pos=159; n_neg=33,OOD_BIN_LENGTH_BIN_LEN_Q4,,
A,ablation,M3_TFIDF_PLUS_FLAGS_PLUS_IBVS_V2_TRIPWIRE,ranking,OOD,ood_test_injection_standard,length_bin,len_q4,997,734,263,0.7362,0.424,0.7565,0.5274,0.0163,0.0749,0.1172,0.0,217.0,275.008,0.5932,5.0547,metrics_ablation_bins_splitA__ood-ood_test_injection_standard.csv,bin_eval=length_bin:len_q4; stage=OOD; eval_track=ranking; n_total=997; n_pos=734; n_neg=263; ood_name=ood_test_injection_standard,OOD_BIN_LENGTH_BIN_LEN_Q4,,
